GlobalTracer.FirstPowerUp_Info: Thu Apr 05 15:06:17 PDT 2018[0.057]: ***** AUTO_MODE *****
GlobalTracer.Vision_Info: Pixy is enabled!
GlobalTracer.FirstPowerUp_Info: _None000 (Blue3) [FMSConnected=true] msg=LRL
GlobalTracer.CmdAutoSwitch_Info: [0.126] delay=0.0, fwdDistance=235.0, startPos=RIGHT_POS, fastDelivery=false, getSecondCube=false
GlobalTracer.printPidInfo_Info: [8.875] gyroTurnPidCtrl: Target=  90.0, Input=  83.3, Error=   6.7, PIDTerms= 0.134/ 0.000/ 0.059/ 0.000, Output= 0.192(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [8.933] encoderXPidCtrl: Target= -22.9, Input=  -8.0, Error= -14.9, PIDTerms=-3.736/ 0.000/ 0.108/-0.000, Output=-0.700(-0.700/0.700), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [8.933] encoderYPidCtrl: Target=  38.9, Input=  39.3, Error=  -0.4, PIDTerms=-0.008/ 0.000/-0.003/ 0.000, Output=-0.011(-0.600/0.600), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [8.933] gyroTurnPidCtrl: Target=  90.0, Input=  82.4, Error=   7.6, PIDTerms= 0.151/ 0.000/ 0.026/ 0.000, Output= 0.177(-0.700/0.700), Volt=10.6(9.9)
GlobalTracer.startCompetition_Warn: AUTO_MODE.preContinuousTasks take too long (0.055s)
GlobalTracer.printPidInfo_Info: [9.007] encoderXPidCtrl: Target= -22.9, Input=  -8.3, Error= -14.6, PIDTerms=-3.658/ 0.000/ 0.063/-0.000, Output=-0.700(-0.700/0.700), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [9.007] encoderYPidCtrl: Target=  38.9, Input=  39.6, Error=  -0.7, PIDTerms=-0.014/ 0.000/-0.007/ 0.000, Output=-0.021(-0.600/0.600), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [9.007] gyroTurnPidCtrl: Target=  90.0, Input=  81.6, Error=   8.4, PIDTerms= 0.168/ 0.000/ 0.019/ 0.000, Output= 0.187(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [9.093] encoderXPidCtrl: Target= -22.9, Input=  -8.8, Error= -14.1, PIDTerms=-3.530/ 0.000/ 0.089/-0.000, Output=-0.700(-0.700/0.700), Volt=10.9(9.9)
GlobalTracer.printPidInfo_Info: [9.093] encoderYPidCtrl: Target=  38.9, Input=  39.7, Error=  -0.8, PIDTerms=-0.017/ 0.000/-0.002/ 0.000, Output=-0.019(-0.600/0.600), Volt=10.8(9.9)
GlobalTracer.printPidInfo_Info: [9.093] gyroTurnPidCtrl: Target=  90.0, Input=  80.8, Error=   9.2, PIDTerms= 0.184/ 0.000/ 0.016/ 0.000, Output= 0.200(-0.700/0.700), Volt=10.8(9.9)
GlobalTracer.printPidInfo_Info: [9.145] encoderXPidCtrl: Target= -22.9, Input=  -9.2, Error= -13.7, PIDTerms=-3.426/ 0.000/ 0.110/-0.000, Output=-0.700(-0.700/0.700), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [9.145] encoderYPidCtrl: Target=  38.9, Input=  40.0, Error=  -1.1, PIDTerms=-0.022/ 0.000/-0.007/ 0.000, Output=-0.029(-0.600/0.600), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [9.145] gyroTurnPidCtrl: Target=  90.0, Input=  80.2, Error=   9.8, PIDTerms= 0.197/ 0.000/ 0.021/ 0.000, Output= 0.218(-0.700/0.700), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [9.203] encoderXPidCtrl: Target= -22.9, Input=  -9.5, Error= -13.4, PIDTerms=-3.353/ 0.000/ 0.076/-0.000, Output=-0.700(-0.700/0.700), Volt=10.8(9.9)
GlobalTracer.printPidInfo_Info: [9.203] encoderYPidCtrl: Target=  38.9, Input=  40.0, Error=  -1.1, PIDTerms=-0.023/ 0.000/-0.001/ 0.000, Output=-0.023(-0.600/0.600), Volt=10.8(9.9)
GlobalTracer.printPidInfo_Info: [9.203] gyroTurnPidCtrl: Target=  90.0, Input=  79.6, Error=  10.4, PIDTerms= 0.207/ 0.000/ 0.016/ 0.000, Output= 0.223(-0.700/0.700), Volt=10.8(9.9)
GlobalTracer.printPidInfo_Info: [9.261] encoderXPidCtrl: Target= -22.9, Input=  -9.8, Error= -13.2, PIDTerms=-3.294/ 0.000/ 0.061/-0.000, Output=-0.700(-0.700/0.700), Volt=10.8(9.9)
GlobalTracer.printPidInfo_Info: [9.261] encoderYPidCtrl: Target=  38.9, Input=  40.3, Error=  -1.4, PIDTerms=-0.028/ 0.000/-0.007/ 0.000, Output=-0.035(-0.600/0.600), Volt=10.8(9.9)
GlobalTracer.printPidInfo_Info: [9.261] gyroTurnPidCtrl: Target=  90.0, Input=  79.5, Error=  10.5, PIDTerms= 0.211/ 0.000/ 0.005/ 0.000, Output= 0.215(-0.700/0.700), Volt=10.9(9.9)
GlobalTracer.printPidInfo_Info: [9.319] encoderXPidCtrl: Target= -22.9, Input= -10.1, Error= -12.9, PIDTerms=-3.215/ 0.000/ 0.088/-0.000, Output=-0.700(-0.700/0.700), Volt=10.9(9.9)
GlobalTracer.printPidInfo_Info: [9.319] encoderYPidCtrl: Target=  38.9, Input=  40.6, Error=  -1.7, PIDTerms=-0.034/ 0.000/-0.009/ 0.000, Output=-0.043(-0.600/0.600), Volt=10.8(9.9)
GlobalTracer.printPidInfo_Info: [9.319] gyroTurnPidCtrl: Target=  90.0, Input=  79.6, Error=  10.4, PIDTerms= 0.207/ 0.000/-0.006/ 0.000, Output= 0.202(-0.700/0.700), Volt=10.8(9.9)
GlobalTracer.printPidInfo_Info: [9.364] encoderXPidCtrl: Target= -22.9, Input= -10.6, Error= -12.3, PIDTerms=-3.084/ 0.000/ 0.155/-0.000, Output=-0.700(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [9.364] encoderYPidCtrl: Target=  38.9, Input=  41.2, Error=  -2.3, PIDTerms=-0.047/ 0.000/-0.018/ 0.000, Output=-0.065(-0.600/0.600), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [9.364] gyroTurnPidCtrl: Target=  90.0, Input=  79.8, Error=  10.2, PIDTerms= 0.203/ 0.000/-0.007/ 0.000, Output= 0.196(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.startCompetition_Warn: AUTO_MODE.preContinuousTasks take too long (0.042s)
GlobalTracer.printPidInfo_Info: [9.395] encoderXPidCtrl: Target= -22.9, Input= -10.9, Error= -12.0, PIDTerms=-2.999/ 0.000/ 0.183/-0.000, Output=-0.700(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [9.395] encoderYPidCtrl: Target=  38.9, Input=  41.7, Error=  -2.8, PIDTerms=-0.056/ 0.000/-0.024/ 0.000, Output=-0.080(-0.600/0.600), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [9.395] gyroTurnPidCtrl: Target=  90.0, Input=  80.1, Error=   9.9, PIDTerms= 0.199/ 0.000/-0.014/ 0.000, Output= 0.184(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.startCompetition_Warn: AUTO_MODE.preContinuousTasks take too long (0.042s)
GlobalTracer.printPidInfo_Info: [9.485] encoderXPidCtrl: Target= -22.9, Input= -11.2, Error= -11.7, PIDTerms=-2.930/ 0.000/ 0.051/-0.000, Output=-0.700(-0.700/0.700), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [9.485] encoderYPidCtrl: Target=  38.9, Input=  42.0, Error=  -3.1, PIDTerms=-0.062/ 0.000/-0.006/ 0.000, Output=-0.069(-0.600/0.600), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [9.485] gyroTurnPidCtrl: Target=  90.0, Input=  80.3, Error=   9.7, PIDTerms= 0.194/ 0.000/-0.005/ 0.000, Output= 0.188(-0.700/0.700), Volt=10.6(9.9)
GlobalTracer.startCompetition_Warn: AUTO_MODE.preContinuousTasks take too long (0.044s)
GlobalTracer.printPidInfo_Info: [9.575] encoderXPidCtrl: Target= -22.9, Input= -11.7, Error= -11.2, PIDTerms=-2.807/ 0.000/ 0.080/-0.000, Output=-0.700(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [9.575] encoderYPidCtrl: Target=  38.9, Input=  42.4, Error=  -3.5, PIDTerms=-0.069/ 0.000/-0.006/ 0.000, Output=-0.075(-0.600/0.600), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [9.575] gyroTurnPidCtrl: Target=  90.0, Input=  80.7, Error=   9.3, PIDTerms= 0.185/ 0.000/-0.008/ 0.000, Output= 0.177(-0.700/0.700), Volt=10.6(9.9)
GlobalTracer.startCompetition_Warn: AUTO_MODE.preContinuousTasks take too long (0.059s)
GlobalTracer.printPidInfo_Info: [9.659] encoderXPidCtrl: Target= -22.9, Input= -12.1, Error= -10.8, PIDTerms=-2.708/ 0.000/ 0.069/-0.000, Output=-0.700(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [9.659] encoderYPidCtrl: Target=  38.9, Input=  42.4, Error=  -3.5, PIDTerms=-0.070/ 0.000/-0.001/ 0.000, Output=-0.071(-0.600/0.600), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [9.659] gyroTurnPidCtrl: Target=  90.0, Input=  80.2, Error=   9.8, PIDTerms= 0.196/ 0.000/ 0.011/ 0.000, Output= 0.206(-0.700/0.700), Volt=10.6(9.9)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.103s)
GlobalTracer.printPidInfo_Info: [9.764] encoderXPidCtrl: Target= -22.9, Input= -12.4, Error= -10.5, PIDTerms=-2.633/ 0.000/ 0.042/-0.000, Output=-0.700(-0.700/0.700), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [9.764] encoderYPidCtrl: Target=  38.9, Input=  42.4, Error=  -3.5, PIDTerms=-0.071/ 0.000/-0.000/ 0.000, Output=-0.071(-0.600/0.600), Volt=10.5(9.9)
GlobalTracer.printPidInfo_Info: [9.764] gyroTurnPidCtrl: Target=  90.0, Input=  79.1, Error=  10.9, PIDTerms= 0.218/ 0.000/ 0.018/ 0.000, Output= 0.236(-0.700/0.700), Volt=10.5(9.9)
GlobalTracer.printPidInfo_Info: [9.824] encoderXPidCtrl: Target= -22.9, Input= -12.7, Error= -10.2, PIDTerms=-2.557/ 0.000/ 0.071/-0.000, Output=-0.700(-0.700/0.700), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [9.824] encoderYPidCtrl: Target=  38.9, Input=  42.4, Error=  -3.4, PIDTerms=-0.069/ 0.000/ 0.002/ 0.000, Output=-0.067(-0.600/0.600), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [9.824] gyroTurnPidCtrl: Target=  90.0, Input=  78.4, Error=  11.6, PIDTerms= 0.231/ 0.000/ 0.018/ 0.000, Output= 0.249(-0.700/0.700), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [9.883] encoderXPidCtrl: Target= -22.9, Input= -12.9, Error= -10.1, PIDTerms=-2.518/ 0.000/ 0.040/-0.000, Output=-0.700(-0.700/0.700), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [9.883] encoderYPidCtrl: Target=  38.9, Input=  42.3, Error=  -3.4, PIDTerms=-0.069/ 0.000/ 0.000/ 0.000, Output=-0.068(-0.600/0.600), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [9.883] gyroTurnPidCtrl: Target=  90.0, Input=  78.1, Error=  11.9, PIDTerms= 0.238/ 0.000/ 0.009/ 0.000, Output= 0.247(-0.700/0.700), Volt=10.5(9.9)
GlobalTracer.printPidInfo_Info: [9.943] encoderXPidCtrl: Target= -22.9, Input= -13.0, Error= -10.0, PIDTerms=-2.493/ 0.000/ 0.025/-0.000, Output=-0.700(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [9.943] encoderYPidCtrl: Target=  38.9, Input=  42.2, Error=  -3.3, PIDTerms=-0.067/ 0.000/ 0.002/ 0.000, Output=-0.064(-0.600/0.600), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [9.943] gyroTurnPidCtrl: Target=  90.0, Input=  77.9, Error=  12.1, PIDTerms= 0.241/ 0.000/ 0.006/ 0.000, Output= 0.247(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [10.002] encoderXPidCtrl: Target= -22.9, Input= -13.0, Error= -10.0, PIDTerms=-2.492/ 0.000/ 0.002/-0.000, Output=-0.700(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [10.002] encoderYPidCtrl: Target=  38.9, Input=  42.2, Error=  -3.3, PIDTerms=-0.066/ 0.000/ 0.000/ 0.000, Output=-0.066(-0.600/0.600), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [10.002] gyroTurnPidCtrl: Target=  90.0, Input=  77.9, Error=  12.1, PIDTerms= 0.241/ 0.000/-0.000/ 0.000, Output= 0.241(-0.700/0.700), Volt=10.3(9.9)
GlobalTracer.printPidInfo_Info: [10.062] encoderXPidCtrl: Target= -22.9, Input= -13.0, Error= -10.0, PIDTerms=-2.490/ 0.000/ 0.002/-0.000, Output=-0.700(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [10.062] encoderYPidCtrl: Target=  38.9, Input=  42.2, Error=  -3.3, PIDTerms=-0.066/ 0.000/ 0.000/ 0.000, Output=-0.066(-0.600/0.600), Volt=10.5(9.9)
GlobalTracer.printPidInfo_Info: [10.062] gyroTurnPidCtrl: Target=  90.0, Input=  77.9, Error=  12.1, PIDTerms= 0.242/ 0.000/ 0.001/ 0.000, Output= 0.242(-0.700/0.700), Volt=10.5(9.9)
GlobalTracer.startCompetition_Warn: AUTO_MODE.preContinuousTasks take too long (0.044s)
GlobalTracer.printPidInfo_Info: [10.138] encoderXPidCtrl: Target= -22.9, Input= -13.0, Error= -10.0, PIDTerms=-2.490/ 0.000/ 0.000/-0.000, Output=-0.700(-0.700/0.700), Volt=10.5(9.9)
GlobalTracer.printPidInfo_Info: [10.138] encoderYPidCtrl: Target=  38.9, Input=  42.2, Error=  -3.3, PIDTerms=-0.066/ 0.000/ 0.000/ 0.000, Output=-0.066(-0.600/0.600), Volt=10.5(9.9)
GlobalTracer.printPidInfo_Info: [10.138] gyroTurnPidCtrl: Target=  90.0, Input=  77.9, Error=  12.1, PIDTerms= 0.242/ 0.000/ 0.000/ 0.000, Output= 0.242(-0.700/0.700), Volt=10.3(9.9)
GlobalTracer.printPidInfo_Info: [10.227] encoderXPidCtrl: Target= -22.9, Input= -13.0, Error= -10.0, PIDTerms=-2.489/ 0.000/ 0.000/-0.000, Output=-0.700(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [10.227] encoderYPidCtrl: Target=  38.9, Input=  42.2, Error=  -3.3, PIDTerms=-0.066/ 0.000/-0.000/ 0.000, Output=-0.066(-0.600/0.600), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [10.227] gyroTurnPidCtrl: Target=  90.0, Input=  77.9, Error=  12.1, PIDTerms= 0.242/ 0.000/-0.000/ 0.000, Output= 0.241(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [10.285] encoderXPidCtrl: Target= -22.9, Input= -13.0, Error= -10.0, PIDTerms=-2.489/ 0.000/ 0.001/-0.000, Output=-0.700(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [10.285] encoderYPidCtrl: Target=  38.9, Input=  42.2, Error=  -3.3, PIDTerms=-0.066/ 0.000/-0.000/ 0.000, Output=-0.066(-0.600/0.600), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [10.285] gyroTurnPidCtrl: Target=  90.0, Input=  77.9, Error=  12.1, PIDTerms= 0.242/ 0.000/ 0.000/ 0.000, Output= 0.242(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [10.327] encoderXPidCtrl: Target= -22.9, Input= -13.0, Error= -10.0, PIDTerms=-2.489/ 0.000/ 0.000/-0.000, Output=-0.700(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [10.327] encoderYPidCtrl: Target=  38.9, Input=  42.2, Error=  -3.3, PIDTerms=-0.066/ 0.000/ 0.000/ 0.000, Output=-0.066(-0.600/0.600), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [10.327] gyroTurnPidCtrl: Target=  90.0, Input=  77.9, Error=  12.1, PIDTerms= 0.242/ 0.000/-0.000/ 0.000, Output= 0.241(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [10.368] encoderXPidCtrl: Target= -22.9, Input= -13.0, Error= -10.0, PIDTerms=-2.489/ 0.000/ 0.000/-0.000, Output=-0.700(-0.700/0.700), Volt=10.5(9.9)
GlobalTracer.printPidInfo_Info: [10.368] encoderYPidCtrl: Target=  38.9, Input=  42.2, Error=  -3.3, PIDTerms=-0.066/ 0.000/ 0.000/ 0.000, Output=-0.066(-0.600/0.600), Volt=10.5(9.9)
GlobalTracer.printPidInfo_Info: [10.368] gyroTurnPidCtrl: Target=  90.0, Input=  77.9, Error=  12.1, PIDTerms= 0.242/ 0.000/ 0.000/ 0.000, Output= 0.242(-0.700/0.700), Volt=10.5(9.9)
GlobalTracer.printPidInfo_Info: [10.414] encoderXPidCtrl: Target= -22.9, Input= -13.0, Error= -10.0, PIDTerms=-2.489/ 0.000/ 0.000/-0.000, Output=-0.700(-0.700/0.700), Volt=10.5(9.9)
GlobalTracer.printPidInfo_Info: [10.414] encoderYPidCtrl: Target=  38.9, Input=  42.2, Error=  -3.3, PIDTerms=-0.066/ 0.000/ 0.000/ 0.000, Output=-0.066(-0.600/0.600), Volt=10.5(9.9)
GlobalTracer.printPidInfo_Info: [10.414] gyroTurnPidCtrl: Target=  90.0, Input=  77.9, Error=  12.1, PIDTerms= 0.242/ 0.000/ 0.000/ 0.000, Output= 0.242(-0.700/0.700), Volt=10.5(9.9)
GlobalTracer.printPidInfo_Info: [10.446] encoderXPidCtrl: Target= -22.9, Input= -13.0, Error= -10.0, PIDTerms=-2.489/ 0.000/ 0.000/-0.000, Output=-0.700(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [10.446] encoderYPidCtrl: Target=  38.9, Input=  42.2, Error=  -3.3, PIDTerms=-0.066/ 0.000/ 0.000/ 0.000, Output=-0.066(-0.600/0.600), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [10.446] gyroTurnPidCtrl: Target=  90.0, Input=  77.9, Error=  12.1, PIDTerms= 0.242/ 0.000/ 0.000/ 0.000, Output= 0.242(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [10.513] encoderXPidCtrl: Target= -22.9, Input= -13.0, Error= -10.0, PIDTerms=-2.489/ 0.000/ 0.000/-0.000, Output=-0.700(-0.700/0.700), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [10.513] encoderYPidCtrl: Target=  38.9, Input=  42.2, Error=  -3.3, PIDTerms=-0.066/ 0.000/ 0.000/ 0.000, Output=-0.066(-0.600/0.600), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [10.513] gyroTurnPidCtrl: Target=  90.0, Input=  77.9, Error=  12.1, PIDTerms= 0.242/ 0.000/-0.000/ 0.000, Output= 0.241(-0.700/0.700), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [10.581] encoderXPidCtrl: Target= -22.9, Input= -13.0, Error=  -9.9, PIDTerms=-2.470/ 0.000/ 0.016/-0.000, Output=-0.700(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [10.581] encoderYPidCtrl: Target=  38.9, Input=  42.1, Error=  -3.2, PIDTerms=-0.064/ 0.000/ 0.003/ 0.000, Output=-0.061(-0.600/0.600), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [10.581] gyroTurnPidCtrl: Target=  90.0, Input=  77.1, Error=  12.9, PIDTerms= 0.257/ 0.000/ 0.019/ 0.000, Output= 0.276(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [10.636] encoderXPidCtrl: Target= -22.9, Input= -13.2, Error=  -9.7, PIDTerms=-2.423/ 0.000/ 0.053/-0.000, Output=-0.700(-0.700/0.700), Volt=12.2(9.9)
GlobalTracer.printPidInfo_Info: [10.636] encoderYPidCtrl: Target=  38.9, Input=  41.9, Error=  -3.0, PIDTerms=-0.059/ 0.000/ 0.006/ 0.000, Output=-0.053(-0.600/0.600), Volt=12.2(9.9)
GlobalTracer.printPidInfo_Info: [10.636] gyroTurnPidCtrl: Target=  90.0, Input=  76.0, Error=  14.0, PIDTerms= 0.280/ 0.000/ 0.036/ 0.000, Output= 0.316(-0.700/0.700), Volt=12.2(9.9)
GlobalTracer.printPidInfo_Info: [10.687] encoderXPidCtrl: Target= -22.9, Input= -13.5, Error=  -9.4, PIDTerms=-2.356/ 0.000/ 0.075/-0.000, Output=-0.700(-0.700/0.700), Volt=12.2(9.9)
GlobalTracer.printPidInfo_Info: [10.687] encoderYPidCtrl: Target=  38.9, Input=  41.7, Error=  -2.8, PIDTerms=-0.056/ 0.000/ 0.005/ 0.000, Output=-0.051(-0.600/0.600), Volt=12.2(9.9)
GlobalTracer.printPidInfo_Info: [10.687] gyroTurnPidCtrl: Target=  90.0, Input=  74.7, Error=  15.3, PIDTerms= 0.307/ 0.000/ 0.045/ 0.000, Output= 0.352(-0.700/0.700), Volt=12.2(9.9)
GlobalTracer.printPidInfo_Info: [10.736] encoderXPidCtrl: Target= -22.9, Input= -13.8, Error=  -9.1, PIDTerms=-2.282/ 0.000/ 0.101/-0.000, Output=-0.700(-0.700/0.700), Volt=11.2(9.9)
GlobalTracer.printPidInfo_Info: [10.736] encoderYPidCtrl: Target=  38.9, Input=  41.5, Error=  -2.6, PIDTerms=-0.052/ 0.000/ 0.007/ 0.000, Output=-0.045(-0.600/0.600), Volt=11.5(9.9)
GlobalTracer.printPidInfo_Info: [10.736] gyroTurnPidCtrl: Target=  90.0, Input=  73.3, Error=  16.7, PIDTerms= 0.334/ 0.000/ 0.054/ 0.000, Output= 0.388(-0.700/0.700), Volt=11.5(9.9)
GlobalTracer.printPidInfo_Info: [10.796] encoderXPidCtrl: Target= -22.9, Input= -14.3, Error=  -8.6, PIDTerms=-2.156/ 0.000/ 0.126/-0.000, Output=-0.700(-0.700/0.700), Volt=11.9(9.9)
GlobalTracer.printPidInfo_Info: [10.796] encoderYPidCtrl: Target=  38.9, Input=  40.7, Error=  -1.8, PIDTerms=-0.035/ 0.000/ 0.020/ 0.000, Output=-0.015(-0.600/0.600), Volt=11.9(9.9)
GlobalTracer.printPidInfo_Info: [10.796] gyroTurnPidCtrl: Target=  90.0, Input=  71.6, Error=  18.4, PIDTerms= 0.369/ 0.000/ 0.050/ 0.000, Output= 0.419(-0.700/0.700), Volt=11.9(9.9)
GlobalTracer.printPidInfo_Info: [10.846] encoderXPidCtrl: Target= -22.9, Input= -15.4, Error=  -7.6, PIDTerms=-1.888/ 0.000/ 0.295/-0.000, Output=-0.700(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [10.846] encoderYPidCtrl: Target=  38.9, Input=  38.6, Error=   0.3, PIDTerms= 0.006/ 0.000/ 0.057/ 0.000, Output= 0.062(-0.600/0.600), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [10.846] gyroTurnPidCtrl: Target=  90.0, Input=  70.6, Error=  19.4, PIDTerms= 0.387/ 0.000/ 0.030/ 0.000, Output= 0.417(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [10.903] encoderXPidCtrl: Target= -22.9, Input= -16.1, Error=  -6.8, PIDTerms=-1.703/ 0.000/ 0.193/-0.000, Output=-0.700(-0.700/0.700), Volt=11.5(9.9)
GlobalTracer.printPidInfo_Info: [10.903] encoderYPidCtrl: Target=  38.9, Input=  37.2, Error=   1.7, PIDTerms= 0.035/ 0.000/ 0.038/ 0.000, Output= 0.073(-0.600/0.600), Volt=11.5(9.9)
GlobalTracer.printPidInfo_Info: [10.903] gyroTurnPidCtrl: Target=  90.0, Input=  70.5, Error=  19.5, PIDTerms= 0.391/ 0.000/ 0.005/ 0.000, Output= 0.396(-0.700/0.700), Volt=11.5(9.9)
GlobalTracer.printPidInfo_Info: [10.960] encoderXPidCtrl: Target= -22.9, Input= -16.7, Error=  -6.3, PIDTerms=-1.566/ 0.000/ 0.148/-0.000, Output=-0.700(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [10.960] encoderYPidCtrl: Target=  38.9, Input=  35.9, Error=   3.0, PIDTerms= 0.061/ 0.000/ 0.035/ 0.000, Output= 0.095(-0.600/0.600), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [10.960] gyroTurnPidCtrl: Target=  90.0, Input=  70.8, Error=  19.2, PIDTerms= 0.383/ 0.000/-0.012/ 0.000, Output= 0.372(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [11.021] encoderXPidCtrl: Target= -22.9, Input= -17.3, Error=  -5.7, PIDTerms=-1.417/ 0.000/ 0.147/-0.000, Output=-0.700(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [11.021] encoderYPidCtrl: Target=  38.9, Input=  34.5, Error=   4.4, PIDTerms= 0.087/ 0.000/ 0.033/ 0.000, Output= 0.121(-0.600/0.600), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [11.021] gyroTurnPidCtrl: Target=  90.0, Input=  71.3, Error=  18.7, PIDTerms= 0.373/ 0.000/-0.014/ 0.000, Output= 0.359(-0.700/0.700), Volt=11.5(9.9)
GlobalTracer.printPidInfo_Info: [11.077] encoderXPidCtrl: Target= -22.9, Input= -18.0, Error=  -5.0, PIDTerms=-1.243/ 0.000/ 0.200/-0.000, Output=-0.700(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [11.077] encoderYPidCtrl: Target=  38.9, Input=  33.2, Error=   5.7, PIDTerms= 0.114/ 0.000/ 0.038/ 0.000, Output= 0.153(-0.600/0.600), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [11.077] gyroTurnPidCtrl: Target=  90.0, Input=  71.0, Error=  19.0, PIDTerms= 0.380/ 0.000/ 0.010/ 0.000, Output= 0.390(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [11.138] encoderXPidCtrl: Target= -22.9, Input= -18.4, Error=  -4.5, PIDTerms=-1.121/ 0.000/ 0.114/-0.000, Output=-0.700(-0.700/0.700), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [11.138] encoderYPidCtrl: Target=  38.9, Input=  32.3, Error=   6.7, PIDTerms= 0.133/ 0.000/ 0.022/ 0.000, Output= 0.155(-0.600/0.600), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [11.138] gyroTurnPidCtrl: Target=  90.0, Input=  70.8, Error=  19.2, PIDTerms= 0.384/ 0.000/ 0.006/ 0.000, Output= 0.390(-0.700/0.700), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [11.177] encoderXPidCtrl: Target= -22.9, Input= -18.8, Error=  -4.1, PIDTerms=-1.025/ 0.000/ 0.158/-0.000, Output=-0.700(-0.700/0.700), Volt=11.7(9.9)
